"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"rmutil","rmutil","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.5",NA,"R (>= 1.4)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"RMySQL","RMySQL","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.10.21",NA,"R (>= 2.8.0), DBI (>= 0.4)","methods",NA,"RMariaDB, testthat, curl",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"rnaturalearth","rnaturalearth","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.1.1)","sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4)",NA,"rgdal, knitr (>= 1.12.3), testthat (>= 0.9.1), httr (>=
1.1.0), devtools (>= 1.10.0), rnaturalearthdata (>= 0.1.0),
rnaturalearthhires (>= 0.1.0), raster (>= 2.5-2), rgeos",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rneos","rneos","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4-0",NA,"R (>= 2.10.0), methods, RCurl, XML, stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"rngtools","rngtools","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"rngWELL","rngWELL","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.10-6",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"robotstxt","robotstxt","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.13",NA,"R (>= 3.0.0)","stringr (>= 1.0.0), httr (>= 1.0.0), spiderbar (>= 0.2.0),
future (>= 1.6.2), future.apply (>= 1.0.0), magrittr, utils",NA,"knitr, rmarkdown, dplyr, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"robustbase","robustbase","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.93-7",NA,"R (>= 3.1.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"robustHD","robustHD","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.1",NA,"R (>= 3.2.0), ggplot2 (>= 0.9.2), perry (>= 0.2.0), robustbase
(>= 0.9-5)","MASS, Rcpp (>= 0.9.10), grDevices, parallel, stats, utils","Rcpp (>= 0.9.10), RcppArmadillo (>= 0.3.0)","mvtnorm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"ROCR","ROCR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"RODBC","RODBC","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3-17",NA,"R (>= 4.0.0)","stats",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"rootSolve","rootSolve","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.8.2.1",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"rorcid","rorcid","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,"R (>= 3.5.0)","crul (>= 0.7.4), httr, fauxpas (>= 0.2.0), jsonlite (>= 1.6),
xml2 (>= 1.2.0), tibble (>= 2.1.3), data.table",NA,"testthat, knitr, rcrossref, handlr, httpuv, vcr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ROSE","ROSE","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0-3",NA,NA,NA,NA,"MASS, nnet, rpart, tree",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"roxygen2","roxygen2","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","7.1.1",NA,"R (>= 3.2)","brew, commonmark, desc (>= 1.2.0), digest, knitr, methods,
pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), Rcpp (>=
0.11.0), rlang, stringi, stringr (>= 1.0.0), utils, xml2","Rcpp","covr, devtools, rmarkdown, testthat (>= 2.1.0), R.methodsS3,
R.oo",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"rpanel","rpanel","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-4",NA,"R (>= 3.0), tcltk",NA,NA,"tkrplot, rgl, sp, geoR, RandomFields, akima, MASS, denstrip,
lattice, sm, maps, mgcv, colorspace, ggplot2",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"rpart","rpart","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.1-15","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"rpart.plot","rpart.plot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.0.9",NA,"R (>= 3.4.0), rpart (>= 4.1-15)",NA,NA,"earth (>= 5.1.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"rprojroot","rprojroot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.2",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rrcov","rrcov","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5-5",NA,"R (>= 2.10), robustbase (>= 0.92.1), methods","stats, stats4, mvtnorm, lattice, pcaPP",NA,"grid, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"rsample","rsample","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.9",NA,"R (>= 3.2)","dplyr (>= 1.0.0), purrr, tibble, rlang (>= 0.4.10), methods,
generics, utils, tidyselect, furrr, tidyr, vctrs (>= 0.3.0),
slider (>= 0.1.5), ellipsis",NA,"ggplot2, testthat, rmarkdown, knitr, AmesHousing, recipes (>=
0.1.4), broom, xml2, covr, modeldata",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"Rsamtools","Rsamtools","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.6.0",NA,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6)","utils, BiocGenerics (>= 0.25.1), S4Vectors (>= 0.17.25),
IRanges (>= 2.13.12), XVector (>= 0.19.7), zlibbioc, bitops,
BiocParallel, stats","Rhtslib (>= 1.17.7), S4Vectors, IRanges, XVector, Biostrings","GenomicAlignments, ShortRead (>= 1.19.10), GenomicFeatures,
TxDb.Dmelanogaster.UCSC.dm3.ensGene, KEGG.db,
TxDb.Hsapiens.UCSC.hg18.knownGene, RNAseqData.HNRNPC.bam.chr14,
BSgenome.Hsapiens.UCSC.hg19, RUnit, BiocStyle",NA,"Artistic-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"rscodeio","rscodeio","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.3.0)","fs, purrr, rstudioapi",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rsconnect","rsconnect","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.8.16",NA,"R (>= 3.0.0)","curl, digest, jsonlite, openssl, packrat (>= 0.4.8-1),
rstudioapi (>= 0.5), yaml (>= 2.1.5)",NA,"RCurl, callr, httpuv, knitr, plumber (>= 0.3.2), reticulate,
rmarkdown (>= 1.1), shiny, sourcetools, testthat, xtable",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"RSelenium","RSelenium","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.7.7",NA,"R (>= 3.0.0)","XML, methods, caTools, tools, utils, openssl, httr, wdman(>=
0.2.2), binman",NA,"testthat, knitr, Rcompression, covr, rmarkdown",NA,"AGPL-3",NA,NA,NA,NA,"no","4.0.3"
"RSGHB","RSGHB","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.2",NA,"methods, MCMCpack","graphics, grDevices, stats, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"RSiteCatalyst","RSiteCatalyst","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.16",NA,"R (>= 3.5)","jsonlite (>= 1.0), httr (>= 1.0), plyr (>= 1.8), base64enc (>=
0.1), digest (>= 0.6), stringr (>= 1.0)",NA,"testthat (>= 2.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"Rsolnp","Rsolnp","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.16",NA,"R (>= 2.10.0)","truncnorm, parallel, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"rsparse","rsparse","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.0",NA,"R (>= 3.6.0), methods","Matrix (>= 1.2), Rcpp (>= 0.11), data.table (>= 1.10.0), float
(>= 0.2-2), RhpcBLASctl, lgr (>= 0.2)","Rcpp, RcppArmadillo (>= 0.9.100.5.0)","testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"RSpectra","RSpectra","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.16-0",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,"MPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"rstan","rstan","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.21.2",NA,"R (>= 3.4.0), StanHeaders (>= 2.21.0), ggplot2 (>= 3.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), RcppParallel (>= 5.0.1), loo (>= 2.3.0), pkgbuild,
withr, V8","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>=
1.72.0-2), StanHeaders (>= 2.21.0), RcppParallel","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.72.0-2), parallel,
KernSmooth, shinystan (>= 2.3.0), bayesplot (>= 1.5.0),
rmarkdown, rstantools, rstudioapi, Matrix, knitr (>= 1.15.1)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"rstanarm","rstanarm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.21.1",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.7.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.1.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), rstan (>=
2.21.1), rstantools (>= 2.1.0), shinystan (>= 2.3.0), stats,
survival (>= 2.40.1), RcppParallel (>= 5.0.1), utils","StanHeaders (>= 2.21.0), rstan (>= 2.21.1), BH (>=
1.72.0-2), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
RcppParallel (>= 5.0.1)","betareg, data.table (>= 1.10.0), digest, gridExtra, HSAUR3,
knitr (>= 1.15.1), MASS, mgcv (>= 1.8-13), rmarkdown, roxygen2,
StanHeaders (>= 2.21.0), testthat (>= 1.0.2)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"rstantools","rstantools","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.1.1",NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)",NA,"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 6.0.1), rmarkdown,
rstudioapi",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"RStata","RStata","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,NA,"foreign, tools, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"rstatix","rstatix","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"rstudioapi","rstudioapi","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.13",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rticles","rticles","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.19",NA,NA,"utils, rmarkdown (>= 2.5), knitr (>= 1.30), yaml, tinytex (>=
0.30), xfun",NA,"testit, bookdown, xtable",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.4"
"Rttf2pt1","Rttf2pt1","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3.8",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.0.3"
"rtweet","rtweet","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,"R (>= 3.1.0)","httr (>= 1.3.0), jsonlite (>= 0.9.22), magrittr (>= 1.5),
tibble (>= 1.3.4), utils, progress, Rcpp, httpuv",NA,"ggplot2, knitr, magick, openssl, readr, rmarkdown, testthat
(>= 2.1.0), webshot, covr, igraph",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rvcheck","rvcheck","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.8",NA,"R (>= 3.4.0)","BiocManager, utils, rlang",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"RVerbalExpressions","RVerbalExpressions","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 2.10)","magrittr",NA,"testthat, knitr, rmarkdown, covr, stringr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rversions","rversions","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rvest","rvest","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.2)","httr (>= 0.5), lifecycle (>= 1.0.0), magrittr, rlang (>=
0.4.10), selectr, tibble, xml2 (>= 1.3)",NA,"covr, glue, knitr, readr, rmarkdown, repurrrsive, spelling,
stringi (>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"rvg","rvg","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.0)","grDevices, Rcpp (>= 0.12.12), officer (>= 0.3.6), gdtools (>=
0.2.1), xml2 (>= 1.0.0), rlang","Rcpp, gdtools","rmarkdown, htmltools, testthat, covr, grid, knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"rwhatsapp","rwhatsapp","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.3",NA,"R (>= 3.4.0)","stringi (>= 1.1.7), tibble (>= 1.4.0)",NA,"knitr, testthat, covr, spelling, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"rworldmap","rworldmap","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3-6",NA,"R (>= 2.10.0), sp","maptools, fields, methods",NA,"rgdal, rworldxtra, RColorBrewer, classInt",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"S4Vectors","S4Vectors","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.28.1",NA,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.36.0)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.3"
"sampleSelection","sampleSelection","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2-12",NA,"R (>= 2.10), maxLik (>= 0.7-3), stats","miscTools (>= 0.6-3), systemfit (>= 1.0-0), Formula (>=
1.1-1), VGAM (>= 1.1-1), mvtnorm (>= 0.9-9994)",NA,"lmtest, Ecdat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"sandwich","sandwich","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.0-0",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.3"
"SAScii","SAScii","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0",NA,"R (>= 2.14)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.0.3"
"sass","sass","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.1",NA,NA,"digest, fs, rlang, htmltools, R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"scales","scales","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), testthat (>=
2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"scatterpie","scatterpie","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.4.0), ggplot2","ggforce, rlang, rvcheck, stats, tidyr, utils",NA,"knitr, prettydoc, maps",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"scatterplot3d","scatterplot3d","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3-41",NA,"R (>= 2.7.0)","grDevices, graphics, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"scholar","scholar","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.4.0)","R.cache, dplyr, httr, rvest, stringr, xml2, tidygraph, ggraph,
ggplot2",NA,"knitr, prettydoc, roxygen2, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"scico","scico","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 2.10)","grDevices",NA,"ggplot2, testthat, dplyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"scoringRules","scoringRules","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.00)","Rcpp (>= 0.12.0), methods, MASS, knitr","Rcpp, RcppArmadillo","gsl (>= 1.8-3), hypergeo(>= 1.0), rmarkdown, testthat, crch",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"scrime","scrime","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3.5",NA,NA,"methods, stats, utils",NA,"MASS, RSQLite (>= 0.4-15), oligoClasses (>= 1.1.9), DBI",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"see","see","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.2",NA,"R (>= 3.4), graphics, grDevices, stats","bayestestR, dplyr, effectsize, ggplot2, ggridges, insight,
magrittr, parameters, rlang",NA,"brms, coda, correlation, emmeans, qqplotr, ggraph, ggrepel,
glmmTMB, grid, gridExtra, httr, lavaan, logspline, lme4, MASS,
mclust, metafor, modelbased, NbClust, nFactors, performance,
psych, randomForest, rmarkdown, rstanarm, splines, tidygraph,
tidyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"segmented","segmented","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3-3",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.4"
"selectr","selectr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.0.3"
"sem","sem","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.1-11",NA,"R (>= 3.5.0), stats","matrixcalc, MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, DiagrammeR",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"semsfa","semsfa","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1",NA,"R (>= 3.1.2), mgcv, np, gamlss","moments, doParallel, foreach, iterators",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"semver","semver","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.0",NA,NA,"Rcpp (>= 0.12.8), assertthat, utils","Rcpp","testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"seriation","seriation","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2-9",NA,"R (>= 2.14.0)","stats, grDevices, grid, TSP, qap, cluster, gclus, dendextend,
colorspace, MASS, gplots, registry",NA,"biclust, testthat, DendSer, GA",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"servr","servr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.21",NA,"R (>= 3.0.0)","mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"sessioninfo","sessioninfo","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"setRNG","setRNG","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2013.9-1",NA,"R (>= 2.5.0)",NA,NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"sets","sets","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-18",NA,"R (>= 2.7.0)","graphics,grDevices,stats,utils",NA,"proxy",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"settings","settings","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.4",NA,NA,"grDevices, graphics",NA,"testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"sf","sf","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9-7",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, microbenchmark, odbc, pillar, pool,
raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, s2 (>= 1.0.1), sp (>= 1.2-4), spatstat,
spatstat.utils, stars (>= 0.2-0), testthat, tibble (>= 1.4.1),
tidyr (>= 1.0-0), tidyselect (>= 1.0.0), tmap (>= 2.0), vctrs",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"sfa","sfa","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"sfadv","sfadv","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 2.10)","gmm, minpack.lm",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"shades","shades","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.0",NA,NA,NA,NA,"testthat, covr, ggplot2","colorspace","BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.0.3"
"shape","shape","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.5",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"shiny","shiny","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.6.0",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest (>= 0.6.25), htmltools (>=
0.5.0.9001), R6 (>= 2.0), sourcetools, later (>= 1.0.0),
promises (>= 1.1.0), tools, crayon, rlang (>= 0.4.9), fastmap
(>= 1.0.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib
(>= 0.2.2.9002), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 2.1.1), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, shinytest (>= 1.4.0.9003), yaml, future, dygraphs,
ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"shinyAce","shinyAce","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.1",NA,"R (>= 3.3.0)","shiny (>= 1.0.5), jsonlite, utils, tools",NA,"testthat (>= 2.0.0), dplyr (>= 0.8.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"shinyBS","shinyBS","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.61",NA,NA,"shiny (>= 0.11), htmltools",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"shinycssloaders","shinycssloaders","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.1)","digest, glue, grDevices, shiny",NA,"shinydisconnect, shinyjs",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"shinydashboard","shinydashboard","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 3.0)","utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
